Method,Name,Error,Occurrences
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1592""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1592"", grpc_status:5, created_time:""2026-06-08T19:00:41.140578125-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1247""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1247"", grpc_status:5, created_time:""2026-06-08T19:00:29.966810797-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1193""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:22.898329092-03:00"", grpc_status:5, grpc_message:""music 1193""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2508""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2508"", grpc_status:5, created_time:""2026-06-08T19:00:57.208039181-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2022""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:53.580367576-03:00"", grpc_status:5, grpc_message:""music 2022""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1529""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:32.273417396-03:00"", grpc_status:5, grpc_message:""music 1529""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2787""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:18.913033533-03:00"", grpc_status:5, grpc_message:""music 2787""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1361""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:16.758113345-03:00"", grpc_status:5, grpc_message:""music 1361""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2383""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2383"", grpc_status:5, created_time:""2026-06-08T19:00:26.788686014-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1396""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1396"", grpc_status:5, created_time:""2026-06-08T19:00:14.551845192-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2351""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:42.67274573-03:00"", grpc_status:5, grpc_message:""music 2351""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2840""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2840"", grpc_status:5, created_time:""2026-06-08T19:00:09.388584619-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1244""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1244"", grpc_status:5, created_time:""2026-06-08T19:00:36.113672443-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2812""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:29.538915538-03:00"", grpc_status:5, grpc_message:""music 2812""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1070""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1070"", grpc_status:5, created_time:""2026-06-08T19:00:29.551621099-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3560""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:42.329572505-03:00"", grpc_status:5, grpc_message:""music 3560""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3736""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:07.508107824-03:00"", grpc_status:5, grpc_message:""music 3736""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3491""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:08.761869645-03:00"", grpc_status:5, grpc_message:""music 3491""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2430""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:54.549188069-03:00"", grpc_status:5, grpc_message:""music 2430""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3569""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:51.21154681-03:00"", grpc_status:5, grpc_message:""music 3569""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1653""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:13.670152447-03:00"", grpc_status:5, grpc_message:""music 1653""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2117""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2117"", grpc_status:5, created_time:""2026-06-08T19:00:44.52075627-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3515""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:44.6563599-03:00"", grpc_status:5, grpc_message:""music 3515""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2641""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:56.256559375-03:00"", grpc_status:5, grpc_message:""music 2641""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1209""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1209"", grpc_status:5, created_time:""2026-06-08T19:00:23.587775128-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3197""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:22.738678615-03:00"", grpc_status:5, grpc_message:""music 3197""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3281""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:56.799477957-03:00"", grpc_status:5, grpc_message:""music 3281""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3193""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:54.737474245-03:00"", grpc_status:5, grpc_message:""music 3193""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2192""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:03.188268465-03:00"", grpc_status:5, grpc_message:""music 2192""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2179""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:48.724555754-03:00"", grpc_status:5, grpc_message:""music 2179""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2662""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:18.761077026-03:00"", grpc_status:5, grpc_message:""music 2662""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2751""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:27.392261486-03:00"", grpc_status:5, grpc_message:""music 2751""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1070""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:53.734199043-03:00"", grpc_status:5, grpc_message:""music 1070""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1320""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:52.257361917-03:00"", grpc_status:5, grpc_message:""music 1320""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2623""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:56.028323441-03:00"", grpc_status:5, grpc_message:""music 2623""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2251""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:26.62048781-03:00"", grpc_status:5, grpc_message:""music 2251""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1392""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1392"", grpc_status:5, created_time:""2026-06-08T19:00:23.1337214-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3423""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 3423"", grpc_status:5, created_time:""2026-06-08T19:00:42.344167448-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2606""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:27.687254959-03:00"", grpc_status:5, grpc_message:""music 2606""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2186""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2186"", grpc_status:5, created_time:""2026-06-08T19:00:32.588767424-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2832""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:07.84703125-03:00"", grpc_status:5, grpc_message:""music 2832""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3562""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:31.309775032-03:00"", grpc_status:5, grpc_message:""music 3562""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3583""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:04.58371985-03:00"", grpc_status:5, grpc_message:""music 3583""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1532""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1532"", grpc_status:5, created_time:""2026-06-08T19:00:17.17517963-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1311""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:20.921647799-03:00"", grpc_status:5, grpc_message:""music 1311""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1084""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1084"", grpc_status:5, created_time:""2026-06-08T19:00:30.10953701-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2294""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:23.318770565-03:00"", grpc_status:5, grpc_message:""music 2294""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3468""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:24.050981871-03:00"", grpc_status:5, grpc_message:""music 3468""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2575""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2575"", grpc_status:5, created_time:""2026-06-08T19:00:16.470562399-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2992""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:25.43713243-03:00"", grpc_status:5, grpc_message:""music 2992""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2271""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:50.026865619-03:00"", grpc_status:5, grpc_message:""music 2271""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3016""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:23.24111291-03:00"", grpc_status:5, grpc_message:""music 3016""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3707""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:14.842112843-03:00"", grpc_status:5, grpc_message:""music 3707""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3199""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:49.467053863-03:00"", grpc_status:5, grpc_message:""music 3199""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1551""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:47.86717082-03:00"", grpc_status:5, grpc_message:""music 1551""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1127""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1127"", grpc_status:5, created_time:""2026-06-08T19:00:41.750467318-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1302""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1302"", grpc_status:5, created_time:""2026-06-08T19:00:27.06425643-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2764""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:37.419059887-03:00"", grpc_status:5, grpc_message:""music 2764""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3270""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:42.409257744-03:00"", grpc_status:5, grpc_message:""music 3270""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2949""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:43.982730338-03:00"", grpc_status:5, grpc_message:""music 2949""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3295""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 3295"", grpc_status:5, created_time:""2026-06-08T19:00:49.727466156-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1142""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1142"", grpc_status:5, created_time:""2026-06-08T19:00:56.929131823-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2643""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2643"", grpc_status:5, created_time:""2026-06-08T19:00:37.337399322-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2898""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2898"", grpc_status:5, created_time:""2026-06-08T19:00:23.555869201-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1665""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:17.870836912-03:00"", grpc_status:5, grpc_message:""music 1665""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3593""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 3593"", grpc_status:5, created_time:""2026-06-08T19:00:17.769243971-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1228""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:46.927300591-03:00"", grpc_status:5, grpc_message:""music 1228""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1366""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1366"", grpc_status:5, created_time:""2026-06-08T19:00:18.398662562-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2761""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2761"", grpc_status:5, created_time:""2026-06-08T19:00:13.590660823-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1438""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1438"", grpc_status:5, created_time:""2026-06-08T19:00:05.569956974-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1350""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 1350"", grpc_status:5, created_time:""2026-06-08T19:00:30.233941745-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3193""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 3193"", grpc_status:5, created_time:""2026-06-08T19:00:44.936889871-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1615""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:00.668491763-03:00"", grpc_status:5, grpc_message:""music 1615""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2259""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2259"", grpc_status:5, created_time:""2026-06-08T19:00:35.380887123-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 1441""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:44.241127026-03:00"", grpc_status:5, grpc_message:""music 1441""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3698""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 3698"", grpc_status:5, created_time:""2026-06-08T19:00:18.91126292-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2656""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 2656"", grpc_status:5, created_time:""2026-06-08T19:00:55.039176821-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3527""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 3527"", grpc_status:5, created_time:""2026-06-08T19:00:54.255392633-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2647""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:27.02097689-03:00"", grpc_status:5, grpc_message:""music 2647""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 3025""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""music 3025"", grpc_status:5, created_time:""2026-06-08T19:00:26.345219464-03:00""}""
>",1
grpc,/streaming.StreamingService/GetMusic,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""music 2165""
	debug_error_string = ""UNKNOWN:Error received from peer  {created_time:""2026-06-08T19:00:31.845466221-03:00"", grpc_status:5, grpc_message:""music 2165""}""
>",1
