Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,DELETE /musics/:id,8209,0,57,56.52055361286376,1.7489540000497072,157.1598250000079,0.0,136.45346400141338,0.0,57,63,67,69,75,81,87,93,120,160,160
DELETE,DELETE /playlists/:id,7255,0,57,55.72825161088769,1.701797999885457,166.02583099984258,0.0,120.59567320383165,0.0,57,62,66,69,75,80,88,93,120,170,170
DELETE,DELETE /users/:id,8222,0,57,56.46927894575587,1.6725850000511855,201.462150999987,0.0,136.6695554902693,0.0,57,63,66,69,75,81,87,93,130,200,200
GET,GET /musics,5429,0,56,55.574104956897045,1.5820490000351128,591.9946700000764,5598.756677104439,90.24313023068257,0.0,56,61,65,67,73,79,87,92,140,590,590
GET,GET /musics/:id,5432,0,56,55.64037888770051,1.4619910000419623,532.3571779999838,113.28829160530192,90.29299749734163,0.0,56,61,65,67,73,79,86,93,150,530,530
GET,GET /playlists,5113,0,56,55.63547436377825,1.6202609999709239,551.743229000067,2480.6031683942892,84.99044480926136,0.0,56,62,65,67,74,79,87,93,160,550,550
GET,GET /playlists/:id,5405,0,56,55.568956947454964,1.5236070000810287,511.94030900001053,49.56614246068455,89.84419209741007,0.0,56,61,65,67,73,79,86,92,150,510,510
GET,GET /users,5081,0,56,55.73331416453598,1.582111000061559,561.506313000109,3548.0,84.45852729823137,0.0,56,61,65,67,73,79,86,92,150,560,560
GET,GET /users/:id,5375,0,55,55.629622653208784,1.5265529998487182,601.9809389999864,70.11497674418605,89.34551943081945,0.0,55,61,65,67,73,79,86,92,170,600,600
PATCH,PATCH /musics/:id,5006,0,59,58.469414337395385,2.150580000034097,504.9428299998908,112.93827407111466,83.21184563175481,0.0,59,64,68,70,77,82,90,96,160,500,500
PATCH,PATCH /playlists/:id,5007,0,58,58.33552620551371,1.9962040000791603,613.7497679999342,49.545436389055325,83.22846805397451,0.0,58,64,68,70,76,82,89,95,140,610,610
PATCH,PATCH /users/:id,5000,0,58,58.38911003700139,2.1139270002095145,579.487730999972,70.1594,83.1121110984367,0.0,58,64,68,70,76,82,90,96,150,580,580
POST,POST /musics,8209,0,58,57.53099457570998,2.0667159999447904,593.0471849999321,98.70751614082106,136.45346400141338,0.0,58,64,68,70,76,82,90,96,160,590,590
POST,POST /playlists,7255,0,91,89.95900230751354,2.287680999870645,568.2644109999728,48.43666436940041,120.59567320383165,0.0,91,100,110,110,120,130,140,150,190,570,570
POST,POST /users,8222,0,58,57.50192028472599,1.9863790000727022,500.51773600011984,88.75893943079542,136.6695554902693,0.0,58,63,67,70,76,83,90,96,160,500,500
,Aggregated,94220,0,58,59.20150437362577,1.4619910000419623,613.7497679999342,694.3560921248143,1566.164621538941,0.0,58,64,69,71,80,92,110,120,160,530,610
