Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,createMusic,4360,0,160.0,165.06062800504588,4.73375000001397,1306.2400250000792,122.99724770642202,72.28843259283629,0.0,160,170,180,180,210,240,260,280,890,1300,1300
POST,createPlaylist,3409,0,290.0,292.51441710794927,5.477938000012728,1260.4900390001603,76.2258726899384,56.520932731417176,0.0,290,300,310,320,370,440,470,500,1100,1300,1300
POST,createUser,4351,0,160.0,165.80834442679793,5.787579000070764,1125.5407610001384,113.49873592277638,72.13921335124556,0.0,160,170,180,180,210,240,270,300,1100,1100,1100
POST,deleteMusic,4360,0,160.0,161.9960021483941,5.370354999968185,397.35143699999753,29.0,72.28843259283629,0.0,160,170,180,180,210,240,260,280,330,400,400
POST,deletePlaylist,3409,0,160.0,161.23084087093196,4.265443999884155,401.1279310000191,32.0,56.520932731417176,0.0,160,170,180,180,210,240,270,290,350,400,400
POST,deleteUser,4351,0,160.0,163.1263519271431,4.369446000055177,393.4448640000028,28.0,72.13921335124556,0.0,160,170,180,180,210,240,260,280,340,390,390
POST,music,3368,0,160.0,167.2775606962598,3.4412580000662274,1142.0169199998327,131.00148456057008,55.8411561863928,0.0,160,170,180,180,210,240,270,290,880,1100,1100
POST,musics,3365,0,160.0,167.07524310282247,4.630887999837796,1244.4916470001317,5541.0,55.79141643919589,0.0,160,170,180,180,210,250,270,290,1000,1200,1200
POST,playlist,3368,0,160.0,167.06338860035652,5.172392000076798,1175.1999890000207,70.53978622327791,55.8411561863928,0.0,160,170,180,180,210,240,270,290,1000,1200,1200
POST,playlists,3156,0,160.0,167.5476521650814,4.359507000117446,1216.1572210000031,2455.0,52.326214051144795,0.0,160,170,180,180,210,250,270,290,910,1200,1200
POST,updateMusic,3155,0,160.0,167.5251602155304,7.863090999990163,1249.1905309998401,136.78161648177496,52.309634135412495,0.0,160,170,180,180,210,240,270,290,1100,1200,1200
POST,updatePlaylist,3152,0,160.0,168.60472568655013,4.875646000073175,1094.798542000035,76.54727157360406,52.259894388215585,0.0,160,170,180,180,210,250,270,290,1000,1100,1100
POST,updateUser,3154,0,160.0,168.9200592194029,5.6170519999341195,1191.551446999938,94.20894102726696,52.293054219680194,0.0,160,170,180,180,210,250,270,290,1000,1200,1200
POST,user,3374,0,160.0,166.27010095791252,4.004662000170356,1115.073381000002,88.11914641375222,55.940635680786606,0.0,160,170,180,180,210,240,270,290,820,1100,1100
POST,users,3163,0,160.0,166.87924755169217,3.5878740000043763,1266.0027330000503,3567.0,52.44227346127091,0.0,160,170,180,180,210,240,260,290,1000,1300,1300
,Aggregated,53495,0,160.0,173.8970086834283,3.4412580000662274,1306.2400250000792,771.459762594635,886.9425920994901,0.0,160,170,180,190,240,280,310,360,930,1200,1300
